Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Engine_Temp_C_Lower_Limit,Engine_Temp_C_Upper_Limit,Oil_Pressure_bar_Lower_Limit,Oil_Pressure_bar_Upper_Limit,Vibration_mms_Lower_Limit,Vibration_mms_Upper_Limit,Fuel_Consumption_Lhr_Lower_Limit,Fuel_Consumption_Lhr_Upper_Limit,Tyre_Pressure_PSI_Lower_Limit,Tyre_Pressure_PSI_Upper_Limit,Coolant_Level_Lower_Limit,Coolant_Level_Upper_Limit,Battery_Voltage_V_Lower_Limit,Battery_Voltage_V_Upper_Limit,Hydraulic_Pressure_bar_Lower_Limit,Hydraulic_Pressure_bar_Upper_Limit,Exhaust_Temp_C_Lower_Limit,Exhaust_Temp_C_Upper_Limit,RPM_Lower_Limit,RPM_Upper_Limit,Engine_Temp_C_Status_enc,Oil_Pressure_bar_Status_enc,Vibration_mms_Status_enc,Fuel_Consumption_Lhr_Status_enc,Tyre_Pressure_PSI_Status_enc,Coolant_Level_Status_enc,Battery_Voltage_V_Status_enc,Hydraulic_Pressure_bar_Status_enc,Exhaust_Temp_C_Status_enc,RPM_Status_enc,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Maintenance_Type_enc,PM_Interval_Hours,Next_PM_Due_Hours,PM_Status_enc,Maintenance_Cost_INR,Estimated_Downtime_Hrs,Last_Maintenance_Type_enc,Days_Since_Last_Maintenance,Maintenance_Team_enc,Engine_Condition_enc,Tyre_Condition_enc,Hydraulic_Condition_enc,Brake_Condition_enc,Electrical_Condition_enc,Fuel_System_Condition_enc,Transmission_Condition_enc,Cooling_System_Condition_enc,Engine_Replacement_Needed_enc,Tyre_Replacement_Needed_enc,Hydraulic_Replacement_Needed_enc,Brake_Replacement_Needed_enc,Electrical_Replacement_Needed_enc,Engine_Life_Remaining_pct,Tyre_Life_Remaining_pct,Hydraulic_Life_Remaining_pct,Battery_Life_Remaining_pct,Brake_Life_Remaining_pct,Failure_Type,Failure_Type_enc,Failure_Component,Failure_Component_enc,Maintenance_Priority,Maintenance_Priority_enc,Spare_Parts_Required,Prescriptive_Action,Days_to_Next_Failure,Failure
HEMM-L002,Wheel Loader,2023-05-10,6,1,0,20,94.7,4.46,1.9,28.8,74.5,0.82,25.0,175.0,343.2,1886.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1777,27,21.23,1.0074,92.0,0,2023,5,2,0,250,223,3,7845,0.9,3,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,85.2,90.4,82.2,92.6,62.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,154,0
HEMM-D002,Dumper,2023-12-25,2,2,2,4,81.4,3.0,4.5,38.3,75.5,0.84,24.7,179.6,306.9,1400.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,-1,1,0,0,0,0,0,0,-1,1726,66,37.17,5.8923,68.9,1,2023,12,0,1,250,24,0,124901,44.5,3,124,2,0,0,0,1,0,0,2,0,0,0,0,1,0,85.6,77.2,82.7,91.5,5.0,Transmission Failure,7,Transmission,7,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.,0,1
HEMM-L002,Wheel Loader,2023-05-12,6,0,0,2,89.1,4.22,1.8,26.5,85.0,0.85,24.6,172.9,337.3,1798.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11630,72,21.11,1.0011,96.6,0,2023,5,4,3,250,120,3,17683,6.0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,91.1,64.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,57,0
HEMM-L001,Wheel Loader,2023-02-20,6,0,1,19,71.1,4.37,1.36,38.2,81.5,0.85,24.1,173.3,300.4,1980.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11614,78,16.27,0.6869,99.1,0,2023,2,0,3,250,136,3,18903,2.1,3,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,89.3,72.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,73,0
HEMM-B001,Dozer,2023-09-05,0,1,2,3,90.0,5.22,2.26,43.4,83.4,0.86,24.2,167.3,350.7,1789.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4841,81,17.24,1.2633,96.7,0,2023,9,1,0,250,159,3,4751,0.5,3,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7,21.6,51.6,89.6,54.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,69,0
HEMM-E002,Excavator,2021-01-12,3,2,1,1,87.4,4.83,1.75,42.3,71.2,0.82,24.3,162.7,322.1,1791.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9669,71,18.1,0.9771,94.5,0,2021,1,1,3,200,131,3,20476,4.5,3,161,3,0,1,0,0,0,0,0,0,0,1,0,0,0,19.4,5.0,5.0,90.0,65.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,122,0
HEMM-G002,Grader,2022-02-25,4,2,1,11,87.1,5.31,1.79,40.2,81.1,0.78,22.0,162.5,304.6,1809.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,-1,0,0,0,6898,51,16.4,0.9895,98.6,0,2022,2,4,1,300,2,0,191597,8.7,1,176,3,0,0,0,0,2,0,0,0,0,0,0,0,2,42.5,29.6,31.0,73.0,64.2,Electrical Fault,2,Electrical,2,Critical,0,Battery/Alternator,IMMEDIATE ACTION: Stop machine. Replace Electrical. Contact maintenance team.,4,1
HEMM-SC01,Scraper,2023-05-18,5,2,2,12,85.5,4.0,2.08,34.4,74.9,0.83,24.7,173.0,315.2,1847.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10225,40,21.38,1.1262,94.2,0,2023,5,3,3,300,275,3,12640,6.3,3,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,18.2,5.0,91.5,58.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,114,0
HEMM-E002,Excavator,2023-04-27,3,2,0,18,84.0,4.9,1.89,32.5,75.1,0.84,24.4,179.6,294.9,1861.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8104,27,17.14,1.0156,97.2,0,2023,4,3,3,200,96,3,14534,5.2,3,178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,56.2,19.0,90.4,62.2,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,55,0
HEMM-L001,Wheel Loader,2022-06-04,6,0,2,19,85.35,5.27,1.95,26.2,84.6,0.91,23.8,163.0,297.3,1825.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5841,104,16.2,1.0685,99.8,0,2022,6,5,0,250,159,3,3235,0.3,3,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51.3,5.0,41.6,88.1,61.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,121,0
HEMM-D005,Dumper,2021-09-01,2,2,2,8,93.4,4.47,2.7,42.3,84.3,0.85,25.0,194.1,321.3,1662.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7517,105,20.89,1.6245,93.6,0,2021,9,2,4,250,233,3,11788,4.0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,5.0,24.8,92.6,46.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,172,0
HEMM-D004,Dumper,2022-03-16,2,2,2,13,72.5,4.45,2.15,38.1,82.6,0.84,24.0,171.3,302.3,1980.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5744,107,16.29,1.0859,99.3,0,2022,3,2,0,250,6,1,5137,0.7,1,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,5.0,42.6,88.9,57.0,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.,86,0
HEMM-D002,Dumper,2021-11-26,2,0,1,1,84.7,4.91,2.33,38.4,81.5,0.82,25.0,164.3,290.2,1700.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1692,110,17.25,1.3706,98.8,0,2021,11,4,0,250,58,3,7684,0.4,3,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.9,62.8,83.1,92.6,53.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,178,0
HEMM-DR01,Drill Rig,2021-06-30,1,1,1,9,77.6,4.15,1.52,31.6,86.0,0.8,24.3,171.2,312.8,1830.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3833,52,18.7,0.8306,98.2,0,2021,6,2,0,150,67,3,3251,0.9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1,60.1,61.7,90.0,69.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,63,0
HEMM-G002,Grader,2023-04-01,4,2,2,17,105.0,5.14,2.36,40.2,82.0,0.68,24.5,183.0,353.3,1588.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,1,0,0,0,0,0,0,0,0,0,4893,96,22.12,1.4861,84.6,1,2023,4,5,1,300,207,0,106086,15.2,2,67,2,1,0,0,0,0,0,0,2,1,0,0,0,0,59.2,6.1,51.1,90.7,52.8,Cooling System Failure,1,Cooling System,1,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Cooling System. Contact maintenance team.,2,1
HEMM-DR02,Drill Rig,2021-01-22,1,1,1,17,88.3,5.16,1.99,38.4,82.3,0.87,24.2,182.1,295.7,1796.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4885,29,17.11,1.108,98.4,0,2021,1,4,0,150,65,3,2526,0.9,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,71.7,51.2,89.6,60.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,134,0
HEMM-L002,Wheel Loader,2023-11-23,6,2,2,8,105.0,4.43,2.48,48.7,82.2,0.6,24.4,175.8,420.0,1912.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,1,0,0,0,0,-1,0,0,1,0,10279,26,31.38,1.2971,71.2,1,2023,11,3,1,250,221,0,158755,29.0,0,149,3,2,0,0,0,0,0,0,1,2,0,0,0,0,14.3,46.5,5.0,90.4,50.4,Engine Overheat,3,Engine,3,Critical,0,Engine Filter/Oil,IMMEDIATE ACTION: Stop machine. Replace Engine. Contact maintenance team.,3,1
HEMM-E001,Excavator,2021-06-27,3,0,0,13,94.6,4.76,2.03,43.1,82.1,0.84,23.9,161.6,362.1,1984.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5985,90,19.87,1.0232,95.1,0,2021,6,6,0,200,15,1,5339,0.2,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,5.0,40.2,88.5,59.4,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 200 hrs.,127,0
HEMM-E002,Excavator,2023-11-27,3,1,0,3,88.7,4.42,1.33,46.1,86.9,0.99,24.8,169.9,320.0,1704.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1677,75,20.07,0.7805,97.8,0,2023,11,0,0,200,123,3,4710,0.6,2,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,74.8,83.2,91.9,73.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,145,0
HEMM-SC01,Scraper,2022-12-14,5,0,1,9,63.3,4.31,1.84,37.1,86.0,0.85,24.5,174.6,359.8,1983.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3907,82,14.69,0.9279,99.0,0,2022,12,2,0,300,293,3,6445,0.3,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4,35.9,60.9,90.7,63.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,58,0
HEMM-G002,Grader,2021-01-10,4,0,1,6,80.6,4.21,2.0,32.4,78.5,0.93,24.3,168.5,322.2,1839.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6870,69,19.14,1.0875,97.1,0,2021,1,6,0,300,30,2,5816,0.4,1,119,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8,5.2,31.3,90.0,60.0,None,6,None,6,Low,2,No Parts Required,Plan PM in next 30 hours.,79,0
HEMM-L002,Wheel Loader,2022-08-26,6,0,2,4,75.6,3.81,2.32,37.6,81.5,0.8,25.4,171.5,368.8,1844.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8609,37,19.84,1.2581,95.4,0,2022,8,4,3,250,141,3,23624,6.8,1,178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,36.3,13.9,94.1,53.6,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,96,0
HEMM-B001,Dozer,2023-06-26,0,0,1,19,76.0,3.57,2.5,30.6,84.5,0.94,25.1,169.2,333.2,1810.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8123,103,21.29,1.3812,93.8,0,2023,6,0,3,250,127,3,12040,2.5,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,5.0,18.8,93.0,50.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,77,0
HEMM-DR02,Drill Rig,2023-08-02,1,2,0,1,85.35,4.88,4.5,38.4,86.8,0.92,24.5,190.3,341.9,2008.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,0,0,0,0,0,0,8096,19,17.49,2.6793,89.7,1,2023,8,2,1,150,4,0,104220,46.4,1,92,2,0,0,0,2,0,0,0,0,0,0,0,2,0,32.5,69.2,19.0,90.7,5.0,Brake Failure,0,Brakes,0,Critical,0,Brake Pads/Disc,IMMEDIATE ACTION: Stop machine. Replace Brakes. Contact maintenance team.,3,1
HEMM-B003,Dozer,2023-04-25,0,0,2,17,88.3,4.94,1.55,41.2,78.5,0.79,25.4,180.5,348.0,1522.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8976,6,17.87,1.0184,96.9,0,2023,4,1,3,250,24,2,23767,4.8,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,89.2,10.2,94.1,69.0,None,6,None,6,Medium,3,No Parts Required,Plan PM in next 24 hours.,72,0
HEMM-E003,Excavator,2022-08-12,3,1,0,13,99.2,4.57,1.67,30.6,89.2,0.6,24.5,173.3,296.2,1802.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,-1,0,0,0,0,11237,100,21.71,0.9267,92.9,0,2022,8,4,1,200,163,0,152099,17.7,3,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.4,5.0,5.0,90.7,66.6,Cooling System Failure,1,Cooling System,1,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Cooling System. Contact maintenance team.,2,1
HEMM-B003,Dozer,2022-12-26,0,1,2,19,75.0,4.68,1.72,35.3,79.1,0.8,23.9,176.0,319.9,1828.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4608,28,16.03,0.9409,98.8,0,2022,12,0,0,250,142,3,6784,0.7,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.6,74.2,53.9,88.5,65.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,150,0
HEMM-E002,Excavator,2023-10-19,3,2,1,7,101.3,4.71,1.4,39.3,75.3,0.98,24.5,192.1,320.8,1746.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4047,99,21.51,0.8018,89.2,0,2023,10,3,2,200,153,3,16280,6.4,0,93,1,1,0,0,0,0,0,0,0,1,0,0,0,0,66.3,19.9,59.5,90.7,72.0,None,6,None,6,High,1,No Parts Required,Schedule maintenance within 48 hours. Check all systems.,35,0
HEMM-E002,Excavator,2022-04-15,3,1,1,8,90.9,4.21,1.64,36.0,80.3,0.91,24.9,169.1,371.2,1975.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10335,50,21.59,0.8304,94.9,0,2022,4,4,3,200,65,3,28864,7.0,3,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,5.0,5.0,92.2,67.2,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,82,0
HEMM-D004,Dumper,2021-06-10,2,2,2,16,84.7,4.37,1.69,38.1,84.2,0.91,23.8,168.8,320.0,1756.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10256,5,19.38,0.9624,99.4,0,2021,6,3,3,250,244,3,22464,2.5,3,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,89.7,5.0,88.1,66.2,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,30,0
HEMM-L001,Wheel Loader,2023-01-31,6,2,2,11,88.7,4.26,1.15,37.5,82.7,0.94,23.9,170.8,305.7,1679.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8266,119,20.82,0.6849,97.0,0,2023,1,1,3,250,234,3,25629,8.0,2,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,5.0,17.3,88.5,77.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,74,0
HEMM-L001,Wheel Loader,2022-01-10,6,2,2,9,105.0,4.19,2.08,38.5,80.4,0.6,24.6,177.4,311.7,1608.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,1,0,0,0,0,-1,0,0,0,0,6718,33,29.95,1.2935,77.3,1,2022,1,0,1,250,32,0,51545,34.0,0,13,3,1,0,0,0,0,0,0,2,1,0,0,0,0,44.0,55.7,32.8,91.1,58.4,Cooling System Failure,1,Cooling System,1,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Cooling System. Contact maintenance team.,6,1
HEMM-SC01,Scraper,2021-03-08,5,2,2,12,93.1,3.97,1.59,30.0,78.7,0.85,23.9,180.9,356.1,2067.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6650,115,23.45,0.7692,92.0,0,2021,3,0,0,300,250,3,4881,0.0,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6,5.0,33.5,88.5,68.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,78,0
HEMM-DR02,Drill Rig,2021-09-04,1,2,2,17,85.8,3.0,4.5,37.0,82.1,0.77,24.4,177.7,325.0,1460.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,-1,1,0,0,0,0,0,0,0,7737,45,34.05,3.2123,81.6,1,2021,9,5,1,150,63,0,128279,24.2,2,75,3,0,0,0,1,0,0,2,0,0,0,0,1,0,35.5,30.4,22.6,90.4,6.2,Transmission Failure,7,Transmission,7,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.,3,1
HEMM-D004,Dumper,2022-10-29,2,0,2,20,76.5,4.48,2.76,43.8,87.4,0.97,24.5,172.8,354.2,1994.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4454,28,17.08,1.3842,97.6,0,2022,10,5,0,250,46,2,5194,0.4,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9,75.1,55.5,90.7,44.8,None,6,None,6,Low,2,No Parts Required,Plan PM in next 46 hours.,116,0
HEMM-B001,Dozer,2023-08-24,0,2,0,11,91.8,5.05,2.35,36.7,81.3,0.98,23.9,182.0,328.2,1757.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6195,28,18.18,1.3375,95.3,0,2023,8,3,0,250,55,3,5432,0.5,0,164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4,65.3,38.0,88.5,53.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,138,0
HEMM-DR01,Drill Rig,2023-02-02,1,0,1,13,81.0,4.48,2.4,35.1,86.5,0.92,25.0,173.7,314.0,1877.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4781,62,18.08,1.2786,98.7,0,2023,2,3,0,150,19,1,6409,0.6,3,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2,40.7,52.2,92.6,52.0,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 150 hrs.,124,0
HEMM-E003,Excavator,2021-07-24,3,2,0,9,80.8,4.31,2.32,38.4,92.2,0.76,24.5,186.9,301.7,1753.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4063,76,18.75,1.3234,98.1,0,2021,7,5,0,200,137,3,6473,0.7,0,132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1,38.2,59.4,90.7,53.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,155,0
HEMM-E002,Excavator,2021-10-26,3,2,1,5,90.7,3.24,2.64,44.8,87.4,0.89,25.2,150.0,326.5,2024.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,-1,0,0,7949,108,27.99,1.3043,88.9,0,2021,10,1,1,200,51,0,107812,11.3,2,50,0,0,0,2,0,0,0,0,0,0,0,2,0,0,33.8,5.0,20.5,93.3,47.2,Hydraulic Failure,5,Hydraulics,5,Critical,0,Hydraulic Seal/Pump,IMMEDIATE ACTION: Stop machine. Replace Hydraulics. Contact maintenance team.,7,1
HEMM-L002,Wheel Loader,2023-12-30,6,2,0,11,63.2,4.28,2.01,43.7,83.6,0.79,25.3,196.3,318.9,1825.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8172,43,14.77,1.1014,98.9,0,2023,12,5,3,250,78,3,25998,7.1,0,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9,29.7,18.3,93.7,59.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,129,0
HEMM-D002,Dumper,2023-03-27,2,1,0,6,80.7,4.62,1.82,36.1,77.9,0.94,25.2,189.8,308.3,1715.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1183,32,17.47,1.0612,98.4,0,2023,3,0,0,250,67,3,3797,0.6,1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1,92.4,88.2,93.3,63.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,162,0
HEMM-D004,Dumper,2023-07-11,2,2,0,11,79.4,3.85,2.22,28.5,85.1,0.83,25.0,184.0,341.0,1832.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4456,51,20.62,1.2118,96.1,0,2023,7,1,0,250,44,2,4235,0.3,2,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9,54.5,55.4,92.6,55.6,None,6,None,6,Low,2,No Parts Required,Plan PM in next 44 hours.,44,0
HEMM-B001,Dozer,2022-12-06,0,1,2,14,62.7,4.94,2.01,36.7,85.9,0.93,25.4,172.9,322.3,1824.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2186,49,12.69,1.102,100.0,0,2022,12,1,0,250,64,3,5570,1.0,2,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8,78.6,78.1,94.1,59.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,94,0
HEMM-E002,Excavator,2021-12-24,3,0,2,12,77.5,3.91,1.73,40.6,78.5,0.91,24.0,194.7,337.5,1720.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5526,91,19.82,1.0058,95.6,0,2021,12,4,4,200,74,3,15956,5.9,3,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,5.0,44.7,88.9,65.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,149,0
