Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure
HEMM-E002,Excavator,2023-01-04,3,2,1,14,97.4,4.48,1.69,40.7,79.2,0.98,25.2,206.0,333.4,1918.0,5039,25,21.74,0.8811,92.6,0,2023,1,2,None,None,Low,50,0
HEMM-E002,Excavator,2023-09-12,3,0,2,8,109.2,4.85,2.06,39.5,78.9,0.5,24.9,193.3,331.6,1768.0,244,6,22.52,1.1652,86.5,0,2023,9,1,Cooling System Failure,Cooling System,Critical,1,1
HEMM-D005,Dumper,2021-07-04,2,2,0,3,89.3,4.13,2.4,36.8,82.5,0.97,23.1,179.8,351.3,1940.0,1859,120,21.62,1.2371,94.8,0,2021,7,6,None,None,Low,107,0
HEMM-DR02,Drill Rig,2022-08-30,1,0,1,15,78.0,4.18,2.4,37.8,87.5,0.77,24.2,182.5,319.8,1729.0,1020,17,18.66,1.3881,97.2,0,2022,8,1,None,None,Low,46,0
HEMM-B002,Dozer,2023-01-08,0,2,1,11,137.4,4.44,1.21,33.4,74.1,0.54,24.3,173.7,397.2,1880.0,7179,99,30.95,0.6436,70.3,1,2023,1,6,Engine Overheat,Engine,Critical,0,1
HEMM-D005,Dumper,2021-12-16,2,0,0,12,92.2,4.14,2.36,39.6,81.7,0.86,23.6,175.4,349.8,1839.0,7371,84,22.27,1.2833,93.4,0,2021,12,3,None,None,Low,56,0
HEMM-D003,Dumper,2023-02-03,2,0,0,6,89.0,5.18,2.21,36.0,79.0,0.97,24.4,179.7,308.2,1793.0,2065,56,17.18,1.2326,96.2,0,2023,2,4,None,None,Low,102,0
HEMM-B001,Dozer,2023-03-01,0,2,1,16,82.7,2.98,2.17,34.0,84.0,0.99,24.2,123.7,336.5,2076.0,7109,88,27.75,1.0453,91.9,1,2023,3,2,Hydraulic Failure,Hydraulics,Critical,0,1
HEMM-D004,Dumper,2023-05-03,2,2,0,16,72.6,4.41,2.15,36.6,84.6,0.89,24.3,197.2,304.7,1740.0,9521,91,16.46,1.2356,99.1,0,2023,5,2,None,None,Medium,147,0
HEMM-G002,Grader,2023-01-05,4,2,2,1,71.3,4.14,1.89,38.8,81.7,0.86,24.2,171.9,357.8,1759.0,11414,117,17.22,1.0745,98.1,0,2023,1,3,None,None,Medium,88,0
HEMM-D005,Dumper,2023-09-17,2,0,1,4,113.8,4.53,2.41,51.2,83.0,0.68,24.5,186.2,383.8,1790.0,6938,61,25.12,1.3464,84.4,1,2023,9,6,Engine Overheat,Engine,Critical,5,1
HEMM-L002,Wheel Loader,2022-04-04,6,2,2,11,84.6,4.01,2.56,31.2,81.2,0.82,24.0,189.7,306.5,1610.0,8704,71,21.1,1.5901,95.6,0,2022,4,0,None,None,Medium,177,0
HEMM-D004,Dumper,2023-06-06,2,2,2,8,87.1,4.54,1.87,41.1,81.7,0.81,23.7,208.3,312.2,1818.0,8095,49,19.19,1.0286,98.8,0,2023,6,1,None,None,Medium,56,0
HEMM-G002,Grader,2021-11-01,4,2,2,20,91.5,4.99,1.87,36.9,88.0,0.8,25.6,192.9,320.7,1707.0,1094,6,18.34,1.0955,96.8,0,2021,11,0,None,None,Low,104,0
HEMM-L002,Wheel Loader,2023-08-20,6,0,0,6,70.1,4.37,1.32,47.3,81.0,0.99,24.4,178.9,382.0,1774.0,1426,101,16.04,0.7441,98.9,0,2023,8,6,None,None,Low,150,0
HEMM-B003,Dozer,2022-07-24,0,1,2,17,88.0,4.78,2.77,27.1,81.7,0.84,25.1,207.0,315.4,1910.0,3848,75,18.41,1.4503,96.1,0,2022,7,6,None,None,Low,155,0
HEMM-E003,Excavator,2021-06-11,3,0,1,15,96.5,4.12,2.1,38.3,78.7,0.85,24.1,181.8,295.0,1773.0,9588,62,23.42,1.1844,90.7,0,2021,6,4,None,None,Medium,111,0
HEMM-DR02,Drill Rig,2022-10-10,1,1,1,16,87.2,4.96,1.41,42.0,87.2,0.77,24.1,183.5,295.1,1963.0,10904,7,17.58,0.7183,98.9,0,2022,10,0,None,None,Medium,48,0
HEMM-D002,Dumper,2021-01-01,2,1,0,20,88.3,4.05,2.43,32.9,83.5,0.87,25.8,181.4,296.4,2160.0,10342,86,21.8,1.125,94.8,0,2021,1,4,None,None,Medium,86,0
HEMM-SC01,Scraper,2022-02-28,5,2,1,15,73.3,5.25,1.35,36.2,81.8,0.89,25.2,170.8,308.7,1824.0,5784,51,13.96,0.7401,99.9,0,2022,2,0,None,None,Low,98,0
HEMM-DR02,Drill Rig,2022-11-11,1,2,2,20,81.2,4.71,1.57,38.9,77.4,0.88,24.7,186.5,308.0,1746.0,10029,65,17.24,0.8992,98.2,0,2022,11,4,None,None,Medium,88,0
HEMM-DR02,Drill Rig,2021-08-22,1,1,0,8,79.7,4.22,1.74,36.1,79.5,0.78,24.6,166.4,344.6,1849.0,235,48,18.89,0.941,97.6,0,2021,8,6,None,None,Low,50,0
HEMM-B002,Dozer,2023-12-06,0,0,1,4,99.1,4.33,2.19,37.5,85.9,0.92,24.0,179.9,318.5,1820.0,950,119,22.89,1.2033,91.5,0,2023,12,2,None,None,Low,51,0
HEMM-DR01,Drill Rig,2021-08-08,1,0,1,20,90.7,4.41,1.44,30.8,86.4,0.91,24.3,164.3,341.6,1804.0,3409,29,20.57,0.7982,96.7,0,2021,8,6,None,None,Low,75,0
HEMM-G002,Grader,2022-03-18,4,0,1,7,93.7,4.82,2.18,38.7,77.5,0.75,24.3,182.1,300.6,1884.0,11943,48,19.44,1.1571,93.3,0,2022,3,4,None,None,Medium,98,0
HEMM-D002,Dumper,2021-09-10,2,0,2,15,106.1,4.71,1.65,42.4,82.4,0.66,25.8,178.9,428.2,1848.0,10988,80,22.53,0.8929,89.4,0,2021,9,4,Engine Overheat,Engine,Critical,7,1
HEMM-L002,Wheel Loader,2021-04-10,6,2,2,14,85.1,4.9,1.35,39.3,78.4,0.96,24.0,172.0,322.1,1569.0,9786,66,17.37,0.8604,98.5,0,2021,4,5,None,None,Medium,45,0
HEMM-E001,Excavator,2021-12-22,3,2,2,5,78.3,5.03,2.54,47.0,90.4,0.81,24.9,180.0,289.1,1849.0,1896,54,15.57,1.3737,98.4,0,2021,12,2,None,None,Low,157,0
HEMM-B003,Dozer,2023-10-30,0,0,1,14,91.7,4.06,1.31,31.8,80.3,0.77,24.6,180.3,305.7,1881.0,10177,93,22.59,0.6964,93.8,0,2023,10,0,None,None,Medium,123,0
HEMM-B003,Dozer,2022-08-26,0,0,2,5,78.0,4.59,2.01,51.9,82.4,0.81,25.1,184.8,359.2,1841.0,2463,57,16.99,1.0918,100.0,0,2022,8,4,None,None,Low,139,0
HEMM-L002,Wheel Loader,2022-09-05,6,2,2,18,73.1,4.19,2.13,38.0,89.2,0.97,24.8,158.5,328.9,1736.0,5343,96,17.45,1.227,98.1,0,2022,9,0,None,None,Low,93,0
HEMM-E002,Excavator,2022-02-16,3,1,2,20,87.3,4.02,2.18,39.2,86.1,0.85,25.1,199.9,327.9,1959.0,11904,42,21.72,1.1128,95.9,0,2022,2,2,None,None,Medium,152,0
HEMM-D005,Dumper,2021-12-31,2,2,0,18,80.4,4.07,2.85,38.6,82.6,0.84,24.9,171.3,301.9,1745.0,11575,86,19.75,1.6332,95.3,0,2021,12,4,None,None,Medium,146,0
HEMM-G001,Grader,2023-09-11,4,2,0,19,89.5,4.4,2.09,39.1,83.7,0.95,24.6,164.2,335.9,1744.0,11130,95,20.34,1.1984,97.0,0,2023,9,0,None,None,Medium,58,0
HEMM-SC01,Scraper,2022-08-09,5,0,1,1,84.7,4.96,1.67,37.7,83.8,0.97,23.9,182.3,322.8,1996.0,8764,18,17.08,0.8367,100.0,0,2022,8,1,None,None,Medium,79,0
HEMM-D002,Dumper,2021-04-26,2,1,2,9,77.0,4.36,1.63,36.9,79.9,0.88,24.5,189.5,322.7,1681.0,2836,41,17.66,0.9697,98.5,0,2021,4,0,None,None,Low,115,0
HEMM-D002,Dumper,2022-08-28,2,1,0,18,80.2,3.17,6.1,34.9,77.9,0.9,24.9,188.2,339.1,1504.0,729,50,25.3,4.0559,79.4,1,2022,8,6,Transmission Failure,Transmission,Critical,3,1
HEMM-E003,Excavator,2023-11-13,3,2,1,10,81.1,4.83,2.45,31.9,80.8,0.94,25.1,174.8,300.8,1875.0,11553,90,16.79,1.3067,98.2,0,2023,11,0,None,None,Medium,126,0
HEMM-G002,Grader,2023-05-04,4,2,1,11,85.2,5.43,2.24,33.5,81.8,0.94,24.1,191.0,337.3,1750.0,9246,11,15.69,1.28,99.1,0,2023,5,3,None,None,Medium,103,0
HEMM-E002,Excavator,2023-06-27,3,1,2,12,79.8,4.67,2.08,42.8,81.6,0.96,24.0,177.1,329.7,1744.0,9840,74,17.09,1.1927,99.6,0,2023,6,1,None,None,Medium,107,0
HEMM-E002,Excavator,2022-08-26,3,0,1,6,87.4,3.97,2.53,45.7,83.3,0.88,23.9,173.4,304.7,1791.0,11384,14,22.02,1.4126,94.6,0,2022,8,4,None,None,Medium,52,0
HEMM-L002,Wheel Loader,2021-09-02,6,0,2,2,87.1,4.48,2.3,38.5,81.3,0.98,24.1,196.5,370.8,1871.0,7220,40,19.44,1.2293,97.7,0,2021,9,3,None,None,Low,88,0
HEMM-E001,Excavator,2022-06-07,3,1,1,11,118.0,4.73,2.65,51.6,78.3,0.43,24.0,159.1,409.4,1777.0,7840,95,24.95,1.4913,80.1,1,2022,6,1,Engine Overheat,Engine,Critical,5,1
HEMM-B002,Dozer,2023-10-02,0,2,2,18,84.1,4.56,1.7,39.1,88.1,0.91,24.1,165.6,336.5,1718.0,6066,14,18.44,0.9895,100.0,0,2023,10,0,None,None,Low,76,0
HEMM-E003,Excavator,2022-01-12,3,2,0,3,83.0,4.35,1.17,35.8,85.1,0.98,24.9,171.9,346.8,1870.0,8476,25,19.08,0.6257,99.2,0,2022,1,2,None,None,Medium,170,0
HEMM-G002,Grader,2021-07-08,4,0,0,8,86.5,4.74,2.36,31.1,78.0,0.85,24.0,180.0,343.7,1703.0,3695,89,18.25,1.3858,96.6,0,2021,7,3,None,None,Low,154,0
HEMM-B002,Dozer,2022-03-24,0,2,2,17,134.7,4.35,1.43,44.5,85.5,0.4,24.1,171.3,334.5,1845.0,7980,76,30.97,0.7751,74.4,1,2022,3,3,Cooling System Failure,Cooling System,Critical,5,1
HEMM-E003,Excavator,2022-05-15,3,1,1,11,99.4,3.97,0.87,31.5,86.5,0.91,23.6,174.3,324.1,1846.0,6448,106,25.04,0.4713,90.1,0,2022,5,6,None,None,Low,100,0
HEMM-SC01,Scraper,2022-08-03,5,1,2,17,86.1,4.35,2.68,41.6,74.3,0.77,24.3,166.8,326.7,1774.0,6343,70,19.79,1.5107,93.6,0,2022,8,2,None,None,Low,30,0
HEMM-D002,Dumper,2022-08-31,2,2,1,7,84.2,5.0,1.42,35.6,79.5,0.92,24.7,175.4,331.5,1672.0,5448,70,16.84,0.8493,99.0,0,2022,8,2,None,None,Low,89,0
HEMM-E001,Excavator,2023-12-29,3,1,2,3,91.0,4.48,1.24,29.0,75.7,0.81,24.4,176.4,309.0,1690.0,3653,90,20.31,0.7337,94.4,0,2023,12,4,None,None,Low,156,0
HEMM-DR01,Drill Rig,2021-08-01,1,1,2,18,91.3,3.86,2.29,42.0,86.1,0.97,23.7,179.6,314.0,1746.0,11713,117,23.65,1.3116,92.8,0,2021,8,6,None,None,Medium,163,0
HEMM-D003,Dumper,2021-11-11,2,1,1,15,74.3,2.65,1.74,42.9,82.5,0.78,24.2,122.8,287.9,1707.0,11945,47,28.04,1.0193,90.8,1,2021,11,3,Hydraulic Failure,Hydraulics,Critical,0,1
HEMM-B001,Dozer,2021-05-25,0,2,0,8,82.2,4.43,1.94,47.3,76.1,0.85,23.6,190.9,306.5,1787.0,4437,57,18.56,1.0856,97.3,0,2021,5,1,None,None,Low,122,0
HEMM-G002,Grader,2023-06-06,4,0,1,1,97.9,4.62,1.85,37.1,72.0,0.97,25.0,156.3,335.8,1688.0,6581,91,21.19,1.096,89.6,0,2023,6,1,None,None,Low,116,0
HEMM-D003,Dumper,2021-04-04,2,2,1,3,102.4,4.33,1.94,33.3,77.4,0.91,23.9,182.7,303.5,1709.0,6060,69,23.65,1.1352,88.6,0,2021,4,6,None,None,High,149,0
HEMM-B002,Dozer,2021-06-27,0,0,2,15,94.4,4.47,5.12,36.4,78.8,1.0,25.5,188.4,310.9,1932.0,6449,55,21.12,2.6501,84.5,1,2021,6,6,Brake Failure,Brakes,Critical,2,1
HEMM-D005,Dumper,2023-03-12,2,2,0,10,93.1,4.77,2.32,34.1,75.8,1.0,24.8,186.4,323.1,1781.0,10588,23,19.52,1.3026,92.5,0,2023,3,6,None,None,Medium,32,0
HEMM-G001,Grader,2021-01-23,4,2,1,18,85.35,4.51,7.72,42.1,50.0,0.93,24.2,173.8,299.2,1870.0,2516,20,18.92,4.1283,69.9,1,2021,1,5,Tyre Burst,Tyres,Critical,6,1
HEMM-B002,Dozer,2022-03-07,0,2,2,12,96.4,4.41,2.18,42.9,79.0,0.83,24.0,176.5,308.3,1778.0,3669,57,21.86,1.2261,92.1,0,2022,3,0,None,None,Low,135,0
HEMM-D005,Dumper,2021-11-26,2,1,0,8,73.5,4.42,1.65,39.4,79.4,0.76,25.0,184.6,330.7,1555.0,10307,111,16.63,1.0611,98.6,0,2021,11,4,None,None,Medium,157,0
HEMM-E001,Excavator,2021-04-22,3,2,1,15,83.8,5.12,1.67,49.0,82.0,0.96,25.0,176.1,346.1,1751.0,10762,75,16.37,0.9537,100.0,0,2021,4,3,None,None,Medium,130,0
HEMM-D003,Dumper,2022-05-29,2,1,0,7,73.7,3.88,2.57,39.7,83.1,0.96,24.1,188.8,322.9,1936.0,9712,67,18.99,1.3275,95.2,0,2022,5,6,None,None,Medium,36,0
HEMM-E003,Excavator,2021-07-24,3,0,1,20,77.6,4.45,1.94,37.2,82.1,0.95,24.5,163.5,299.3,1788.0,1343,120,17.44,1.085,99.8,0,2021,7,5,None,None,Low,68,0
HEMM-DR02,Drill Rig,2022-11-04,1,2,1,10,72.3,3.96,2.29,27.6,81.1,0.86,23.6,199.0,351.5,1742.0,11561,79,18.26,1.3146,96.1,0,2022,11,4,None,None,Medium,154,0
HEMM-G001,Grader,2022-10-10,4,0,1,6,75.2,4.12,2.67,40.0,85.0,0.99,24.5,192.4,307.7,1849.0,279,45,18.25,1.444,96.1,0,2022,10,0,None,None,Low,65,0
HEMM-DR01,Drill Rig,2022-07-21,1,0,0,5,87.4,4.66,2.06,48.5,76.5,0.99,25.0,180.7,361.2,1656.0,11334,98,18.76,1.244,96.4,0,2022,7,3,None,None,Medium,105,0
HEMM-DR02,Drill Rig,2023-07-02,1,0,1,10,80.9,4.45,2.18,44.3,81.9,0.94,18.6,180.0,351.4,1703.0,8178,75,18.18,1.2801,99.2,0,2023,7,6,Electrical Fault,Electrical,Critical,1,1
HEMM-D005,Dumper,2022-02-07,2,0,1,3,98.8,4.87,1.79,44.6,83.7,1.0,24.5,178.9,313.9,1750.0,1435,119,20.29,1.0229,93.1,0,2022,2,0,None,None,Low,150,0
HEMM-D001,Dumper,2023-04-10,2,2,0,7,82.1,4.7,2.21,44.7,81.7,0.92,24.7,178.5,307.2,1804.0,800,75,17.47,1.2251,99.2,0,2023,4,0,None,None,Low,167,0
HEMM-SC01,Scraper,2023-08-25,5,2,1,5,89.3,4.41,2.4,35.7,81.6,0.89,24.2,183.5,340.3,1730.0,6193,55,20.25,1.3873,96.0,0,2023,8,4,None,None,Low,140,0
HEMM-B002,Dozer,2021-10-02,0,0,0,17,86.8,3.84,2.23,33.7,76.3,0.95,23.7,173.7,267.6,1652.0,8562,16,22.6,1.3499,92.8,0,2021,10,5,None,None,Medium,124,0
HEMM-D001,Dumper,2022-05-05,2,2,0,6,98.2,4.25,2.04,40.6,80.0,0.62,23.6,178.7,292.3,1890.0,8623,22,23.11,1.0794,91.2,0,2022,5,3,Cooling System Failure,Cooling System,Critical,2,1
HEMM-G001,Grader,2021-03-24,4,1,0,16,79.6,4.04,2.01,39.3,79.6,0.83,24.0,172.9,327.3,1732.0,3996,13,19.7,1.1605,96.7,0,2021,3,2,None,None,Low,109,0
HEMM-D002,Dumper,2022-02-28,2,2,0,12,75.3,4.76,1.94,45.6,77.5,0.81,24.1,175.2,330.6,1734.0,6558,65,15.82,1.1188,98.2,0,2022,2,0,None,None,Low,41,0
HEMM-D002,Dumper,2022-10-26,2,1,0,17,86.0,3.55,1.27,41.1,86.1,0.97,24.0,177.2,335.1,1594.0,10580,111,24.23,0.7967,94.8,0,2022,10,2,None,None,Medium,108,0
HEMM-B001,Dozer,2021-12-23,0,0,2,13,91.0,4.78,3.0,36.9,76.4,0.95,24.1,181.9,356.4,1843.0,6185,80,19.04,1.6278,91.8,0,2021,12,3,None,None,Low,98,0
HEMM-D003,Dumper,2023-11-25,2,0,0,13,95.0,4.85,2.04,35.6,87.6,0.76,23.9,192.9,310.3,1863.0,3851,71,19.59,1.095,94.9,0,2023,11,5,None,None,Low,151,0
HEMM-G001,Grader,2023-09-25,4,0,1,20,92.1,3.99,2.71,35.9,84.4,1.0,25.1,184.9,295.5,1942.0,308,69,23.08,1.3955,91.8,0,2023,9,0,None,None,Low,77,0
HEMM-E003,Excavator,2021-06-07,3,2,1,9,84.8,5.04,5.53,40.2,77.3,0.81,24.7,185.4,331.3,2108.0,3665,24,16.83,2.6233,87.5,1,2021,6,0,Brake Failure,Brakes,Critical,1,1
HEMM-DR01,Drill Rig,2022-11-08,1,2,0,4,87.4,4.73,2.18,45.7,87.0,0.76,24.7,185.5,337.6,1699.0,8089,91,18.48,1.2831,98.3,0,2022,11,1,None,None,Medium,76,0
HEMM-E001,Excavator,2023-04-22,3,1,2,8,86.8,4.1,2.3,41.3,82.2,0.91,24.5,178.2,333.0,1747.0,906,21,21.17,1.3165,96.2,0,2023,4,5,None,None,Low,38,0
HEMM-D005,Dumper,2023-11-16,2,1,1,19,76.6,4.21,1.96,37.3,82.5,0.98,24.4,191.1,333.7,1940.0,2606,12,18.19,1.0103,98.6,0,2023,11,3,None,None,Low,171,0
HEMM-E001,Excavator,2023-11-25,3,0,1,20,86.5,4.09,1.38,34.3,80.0,0.9,24.0,168.1,325.4,1852.0,9434,86,21.15,0.7451,96.4,0,2023,11,5,None,None,Medium,145,0
HEMM-B002,Dozer,2021-06-25,0,1,0,15,84.4,3.11,2.46,35.0,78.0,0.82,24.2,131.1,327.5,1759.0,10137,65,27.14,1.3985,90.1,0,2021,6,4,Hydraulic Failure,Hydraulics,Critical,6,1
HEMM-E001,Excavator,2023-11-13,3,0,0,6,97.8,4.54,2.57,36.7,78.5,0.79,24.6,159.7,295.2,1851.0,11432,48,21.54,1.3884,90.5,0,2023,11,0,None,None,Medium,127,0
HEMM-D003,Dumper,2022-04-16,2,0,1,13,97.4,4.3,1.76,29.2,89.0,0.88,24.7,170.0,311.0,1865.0,2366,18,22.65,0.9437,92.8,0,2022,4,5,None,None,Low,121,0
HEMM-L002,Wheel Loader,2023-05-10,6,1,0,20,94.7,4.46,1.9,28.8,74.5,0.82,25.0,175.0,343.2,1886.0,1777,27,21.23,1.0074,92.0,0,2023,5,2,None,None,Low,154,0
HEMM-D002,Dumper,2023-12-25,2,2,2,4,81.4,2.19,7.66,38.3,75.5,0.84,24.7,179.6,306.9,1300.0,1726,66,37.17,5.8923,68.9,1,2023,12,0,Transmission Failure,Transmission,Critical,0,1
HEMM-L002,Wheel Loader,2023-05-12,6,0,0,2,89.1,4.22,1.8,26.5,85.0,0.85,24.6,172.9,337.3,1798.0,11630,72,21.11,1.0011,96.6,0,2023,5,4,None,None,Medium,57,0
HEMM-L001,Wheel Loader,2023-02-20,6,0,1,19,71.1,4.37,1.36,38.2,81.5,0.85,24.1,173.3,300.4,1980.0,11614,78,16.27,0.6869,99.1,0,2023,2,0,None,None,Medium,73,0
HEMM-B001,Dozer,2023-09-05,0,1,2,3,90.0,5.22,2.26,43.4,83.4,0.86,24.2,167.3,350.7,1789.0,4841,81,17.24,1.2633,96.7,0,2023,9,1,None,None,Low,69,0
HEMM-E002,Excavator,2021-01-12,3,2,1,1,87.4,4.83,1.75,42.3,71.2,0.82,24.3,162.7,322.1,1791.0,9669,71,18.1,0.9771,94.5,0,2021,1,1,None,None,Medium,122,0
HEMM-G002,Grader,2022-02-25,4,2,1,11,87.1,5.31,1.79,40.2,81.1,0.78,19.7,162.5,304.6,1809.0,6898,51,16.4,0.9895,98.6,0,2022,2,4,Electrical Fault,Electrical,Critical,4,1
HEMM-SC01,Scraper,2023-05-18,5,2,2,12,85.5,4.0,2.08,34.4,74.9,0.83,24.7,173.0,315.2,1847.0,10225,40,21.38,1.1262,94.2,0,2023,5,3,None,None,Medium,114,0
HEMM-E002,Excavator,2023-04-27,3,2,0,18,84.0,4.9,1.89,32.5,75.1,0.84,24.4,179.6,294.9,1861.0,8104,27,17.14,1.0156,97.2,0,2023,4,3,None,None,Medium,55,0
HEMM-L001,Wheel Loader,2022-06-04,6,0,2,19,85.35,5.27,1.95,26.2,84.6,0.91,23.8,163.0,297.3,1825.0,5841,104,16.2,1.0685,99.8,0,2022,6,5,None,None,Low,121,0
HEMM-D005,Dumper,2021-09-01,2,2,2,8,93.4,4.47,2.7,42.3,84.3,0.85,25.0,194.1,321.3,1662.0,7517,105,20.89,1.6245,93.6,0,2021,9,2,None,None,Low,172,0
HEMM-D004,Dumper,2022-03-16,2,2,2,13,72.5,4.45,2.15,38.1,82.6,0.84,24.0,171.3,302.3,1980.0,5744,107,16.29,1.0859,99.3,0,2022,3,2,None,None,Low,86,0
HEMM-D002,Dumper,2021-11-26,2,0,1,1,84.7,4.91,2.33,38.4,81.5,0.82,25.0,164.3,290.2,1700.0,1692,110,17.25,1.3706,98.8,0,2021,11,4,None,None,Low,178,0
HEMM-DR01,Drill Rig,2021-06-30,1,1,1,9,77.6,4.15,1.52,31.6,86.0,0.8,24.3,171.2,312.8,1830.0,3833,52,18.7,0.8306,98.2,0,2021,6,2,None,None,Low,63,0
HEMM-G002,Grader,2023-04-01,4,2,2,17,113.7,5.14,2.36,40.2,82.0,0.68,24.5,183.0,353.3,1588.0,4893,96,22.12,1.4861,84.6,1,2023,4,5,Cooling System Failure,Cooling System,Critical,2,1
HEMM-DR02,Drill Rig,2021-01-22,1,1,1,17,88.3,5.16,1.99,38.4,82.3,0.87,24.2,182.1,295.7,1796.0,4885,29,17.11,1.108,98.4,0,2021,1,4,None,None,Low,134,0
HEMM-L002,Wheel Loader,2023-11-23,6,2,2,8,139.0,4.43,2.48,48.7,82.2,0.51,24.4,175.8,433.1,1912.0,10279,26,31.38,1.2971,71.2,1,2023,11,3,Engine Overheat,Engine,Critical,3,1
HEMM-E001,Excavator,2021-06-27,3,0,0,13,94.6,4.76,2.03,43.1,82.1,0.84,23.9,161.6,362.1,1984.0,5985,90,19.87,1.0232,95.1,0,2021,6,6,None,None,Low,127,0
HEMM-E002,Excavator,2023-11-27,3,1,0,3,88.7,4.42,1.33,46.1,86.9,0.99,24.8,169.9,320.0,1704.0,1677,75,20.07,0.7805,97.8,0,2023,11,0,None,None,Low,145,0
HEMM-SC01,Scraper,2022-12-14,5,0,1,9,63.3,4.31,1.84,37.1,86.0,0.85,24.5,174.6,359.8,1983.0,3907,82,14.69,0.9279,99.0,0,2022,12,2,None,None,Low,58,0
HEMM-G002,Grader,2021-01-10,4,0,1,6,80.6,4.21,2.0,32.4,78.5,0.93,24.3,168.5,322.2,1839.0,6870,69,19.14,1.0875,97.1,0,2021,1,6,None,None,Low,79,0
HEMM-L002,Wheel Loader,2022-08-26,6,0,2,4,75.6,3.81,2.32,37.6,81.5,0.8,25.4,171.5,368.8,1844.0,8609,37,19.84,1.2581,95.4,0,2022,8,4,None,None,Medium,96,0
HEMM-B001,Dozer,2023-06-26,0,0,1,19,76.0,3.57,2.5,30.6,84.5,0.94,25.1,169.2,333.2,1810.0,8123,103,21.29,1.3812,93.8,0,2023,6,0,None,None,Medium,77,0
HEMM-DR02,Drill Rig,2023-08-02,1,2,0,1,85.35,4.88,5.38,38.4,86.8,0.92,24.5,190.3,341.9,2008.0,8096,19,17.49,2.6793,89.7,1,2023,8,2,Brake Failure,Brakes,Critical,3,1
HEMM-B003,Dozer,2023-04-25,0,0,2,17,88.3,4.94,1.55,41.2,78.5,0.79,25.4,180.5,348.0,1522.0,8976,6,17.87,1.0184,96.9,0,2023,4,1,None,None,Medium,72,0
HEMM-E003,Excavator,2022-08-12,3,1,0,13,99.2,4.57,1.67,30.6,89.2,0.54,24.5,173.3,296.2,1802.0,11237,100,21.71,0.9267,92.9,0,2022,8,4,Cooling System Failure,Cooling System,Critical,2,1
HEMM-B003,Dozer,2022-12-26,0,1,2,19,75.0,4.68,1.72,35.3,79.1,0.8,23.9,176.0,319.9,1828.0,4608,28,16.03,0.9409,98.8,0,2022,12,0,None,None,Low,150,0
HEMM-E002,Excavator,2023-10-19,3,2,1,7,101.3,4.71,1.4,39.3,75.3,0.98,24.5,192.1,320.8,1746.0,4047,99,21.51,0.8018,89.2,0,2023,10,3,None,None,High,35,0
HEMM-E002,Excavator,2022-04-15,3,1,1,8,90.9,4.21,1.64,36.0,80.3,0.91,24.9,169.1,371.2,1975.0,10335,50,21.59,0.8304,94.9,0,2022,4,4,None,None,Medium,82,0
HEMM-D004,Dumper,2021-06-10,2,2,2,16,84.7,4.37,1.69,38.1,84.2,0.91,23.8,168.8,320.0,1756.0,10256,5,19.38,0.9624,99.4,0,2021,6,3,None,None,Medium,30,0
HEMM-L001,Wheel Loader,2023-01-31,6,2,2,11,88.7,4.26,1.15,37.5,82.7,0.94,23.9,170.8,305.7,1679.0,8266,119,20.82,0.6849,97.0,0,2023,1,1,None,None,Medium,74,0
HEMM-L001,Wheel Loader,2022-01-10,6,2,2,9,125.5,4.19,2.08,38.5,80.4,0.5,24.6,177.4,311.7,1608.0,6718,33,29.95,1.2935,77.3,1,2022,1,0,Cooling System Failure,Cooling System,Critical,6,1
HEMM-SC01,Scraper,2021-03-08,5,2,2,12,93.1,3.97,1.59,30.0,78.7,0.85,23.9,180.9,356.1,2067.0,6650,115,23.45,0.7692,92.0,0,2021,3,0,None,None,Low,78,0
HEMM-DR02,Drill Rig,2021-09-04,1,2,2,17,85.8,2.52,4.69,37.0,82.1,0.77,24.4,177.7,325.0,1460.0,7737,45,34.05,3.2123,81.6,1,2021,9,5,Transmission Failure,Transmission,Critical,3,1
HEMM-D004,Dumper,2022-10-29,2,0,2,20,76.5,4.48,2.76,43.8,87.4,0.97,24.5,172.8,354.2,1994.0,4454,28,17.08,1.3842,97.6,0,2022,10,5,None,None,Low,116,0
HEMM-B001,Dozer,2023-08-24,0,2,0,11,91.8,5.05,2.35,36.7,81.3,0.98,23.9,182.0,328.2,1757.0,6195,28,18.18,1.3375,95.3,0,2023,8,3,None,None,Low,138,0
HEMM-DR01,Drill Rig,2023-02-02,1,0,1,13,81.0,4.48,2.4,35.1,86.5,0.92,25.0,173.7,314.0,1877.0,4781,62,18.08,1.2786,98.7,0,2023,2,3,None,None,Low,124,0
