Equipment_ID,Equipment_Type,Date,Shift,Operator_Experience_Yr,Road_Condition,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Days_to_Next_Failure,Failure_Component,Failure_Type,Failure,Maintenance_Priority
HEMM-D001,Dumper,2023-01-16,Night,8,Good,69.8,3.71,1.66,39.1,79.9,0.96,24.6,174.2,280.4,1608.0,5454,97,119,None,None,0,Low
HEMM-SC01,Scraper,2023-03-05,Morning,17,Poor,86.4,4.58,2.77,55.2,81.1,0.98,24.6,176.4,332.5,1883.0,11393,68,4,Fuel System,Fuel System Failure,1,Critical
HEMM-DR01,Drill Rig,2022-10-22,Morning,4,Good,72.9,2.93,1.69,35.0,82.0,0.84,24.7,126.3,311.6,1478.0,8772,89,2,Hydraulics,Hydraulic Failure,1,Critical
HEMM-D002,Dumper,2022-02-18,Morning,16,Good,78.6,4.59,2.25,38.3,82.4,0.77,24.3,189.1,309.0,1730.0,3339,17,58,None,None,0,Low
HEMM-G002,Grader,2023-10-01,Night,20,Fair,78.8,4.6,8.68,29.9,56.3,0.9,24.6,184.5,318.5,1721.0,11690,80,3,Tyres,Tyre Burst,1,Critical
HEMM-D001,Dumper,2022-03-04,Night,16,Poor,95.9,4.74,1.89,61.6,90.1,0.94,24.1,180.9,311.2,1747.0,1510,64,6,Fuel System,Fuel System Failure,1,Critical
HEMM-D002,Dumper,2022-06-29,Night,2,Fair,76.4,4.45,7.28,31.5,40.3,0.96,24.6,174.3,294.6,1692.0,1353,111,3,Tyres,Tyre Burst,1,Critical
HEMM-D004,Dumper,2022-04-19,Night,13,Poor,85.1,4.11,2.3,46.4,83.4,0.84,25.5,191.5,289.5,1799.0,3304,29,44,None,None,0,Low
HEMM-E001,Excavator,2023-05-01,Night,4,Fair,92.9,4.15,1.91,30.3,77.5,0.93,24.1,171.0,297.1,1815.0,10663,78,47,None,None,0,Medium
HEMM-DR01,Drill Rig,2021-08-02,Morning,6,Poor,79.3,4.45,0.8,41.6,84.8,0.86,25.1,187.4,302.1,1721.0,9210,56,59,None,None,0,Medium
HEMM-E001,Excavator,2023-12-30,Night,15,Fair,88.8,3.64,1.99,35.2,76.3,0.75,24.2,185.1,322.5,1763.0,5972,120,162,None,None,0,Low
HEMM-B003,Dozer,2023-02-01,Afternoon,14,Good,80.1,4.32,1.96,43.7,77.4,0.99,23.4,184.6,335.7,1718.0,5499,82,53,None,None,0,Low
HEMM-E002,Excavator,2023-02-08,Night,9,Fair,80.9,4.4,1.47,37.1,79.3,0.94,23.7,169.5,339.9,1825.0,6098,62,152,None,None,0,Low
HEMM-D001,Dumper,2021-03-12,Afternoon,20,Good,88.8,4.85,2.2,36.7,85.4,0.98,24.2,192.6,328.6,1741.0,467,71,69,None,None,0,Low
HEMM-B002,Dozer,2021-01-14,Afternoon,8,Fair,89.5,2.7,1.84,45.5,77.7,0.95,25.7,110.2,307.1,1709.0,3719,114,4,Hydraulics,Hydraulic Failure,1,Critical
HEMM-D004,Dumper,2021-03-19,Afternoon,12,Fair,88.8,4.59,2.32,36.8,79.3,0.97,23.7,192.0,286.4,1960.0,2757,22,122,None,None,0,Low
HEMM-E003,Excavator,2022-04-23,Afternoon,10,Fair,70.7,4.71,3.07,43.4,87.4,0.86,24.0,177.7,372.1,1840.0,1705,78,177,None,None,0,Low
HEMM-E002,Excavator,2021-06-08,Night,11,Fair,85.8,3.67,2.09,44.5,74.9,0.82,24.3,191.0,312.3,1794.0,8105,27,170,None,None,0,Medium
HEMM-D004,Dumper,2022-09-08,Morning,19,Good,88.9,4.94,1.7,38.7,81.6,0.88,24.4,170.8,308.0,1742.0,6451,15,145,None,None,0,Low
HEMM-B003,Dozer,2022-12-14,Afternoon,14,Good,92.1,4.76,1.59,35.6,82.0,0.84,24.5,166.7,324.7,1758.0,2174,116,133,None,None,0,Low
HEMM-D001,Dumper,2023-02-23,Morning,10,Fair,90.0,4.47,1.53,39.0,79.4,0.95,24.5,168.9,305.6,1884.0,8791,10,151,None,None,0,Medium
HEMM-D005,Dumper,2022-11-01,Night,8,Poor,90.3,3.72,1.58,39.1,75.2,0.96,24.3,188.9,310.2,1965.0,2709,11,102,None,None,0,Low
HEMM-G002,Grader,2023-07-02,Night,19,Good,80.9,4.91,1.44,40.2,85.4,0.82,25.0,186.5,316.1,1855.0,8469,16,161,None,None,0,Medium
HEMM-G002,Grader,2021-10-31,Morning,11,Poor,94.3,4.24,2.11,38.2,81.0,0.77,24.4,185.4,323.5,1926.0,1552,65,104,None,None,0,Low
HEMM-SC01,Scraper,2023-03-29,Afternoon,3,Fair,91.8,4.73,1.51,40.7,79.4,0.83,24.4,167.6,316.6,1944.0,6729,69,69,None,None,0,Low
HEMM-D005,Dumper,2021-10-04,Afternoon,18,Fair,77.8,4.42,1.75,37.5,83.1,0.91,24.2,180.9,317.2,1751.0,3445,67,38,None,None,0,Low
HEMM-E002,Excavator,2023-12-10,Morning,8,Fair,85.7,5.58,2.21,39.1,84.5,0.85,24.3,177.2,332.8,1988.0,1373,39,164,None,None,0,Low
HEMM-D003,Dumper,2021-08-19,Night,14,Fair,77.0,4.53,1.79,41.5,85.2,0.87,25.3,165.9,294.0,1931.0,7139,51,155,None,None,0,Low
HEMM-G001,Grader,2021-02-19,Afternoon,6,Fair,90.7,4.58,2.0,28.6,87.5,0.84,24.9,195.4,328.3,1750.0,5929,83,115,None,None,0,Low
HEMM-DR02,Drill Rig,2021-04-02,Morning,7,Good,81.6,5.04,2.21,42.8,84.3,0.77,24.8,197.1,324.0,1795.0,11428,52,156,None,None,0,Medium
HEMM-D003,Dumper,2021-08-19,Night,2,Good,93.8,4.13,1.82,38.4,86.8,0.98,24.8,189.6,309.0,1716.0,4182,84,47,None,None,0,Low
HEMM-B002,Dozer,2021-01-29,Afternoon,4,Fair,90.0,5.17,4.22,34.3,71.2,0.94,24.4,185.1,352.1,2068.0,5199,62,3,Brakes,Brake Failure,1,Critical
HEMM-E002,Excavator,2023-12-08,Afternoon,18,Poor,95.2,3.94,1.67,39.1,76.8,0.8,24.8,187.7,291.4,1837.0,8113,84,134,None,None,0,Medium
HEMM-D001,Dumper,2023-02-11,Night,17,Good,76.9,4.35,2.33,38.6,86.3,0.75,21.0,186.4,314.6,1822.0,912,37,3,Electrical,Electrical Fault,1,Critical
HEMM-D002,Dumper,2023-08-11,Night,1,Poor,78.4,3.83,1.8,39.4,85.9,0.9,24.1,180.7,307.0,1767.0,1291,54,59,None,None,0,Low
HEMM-G001,Grader,2021-08-09,Morning,10,Good,79.2,4.58,2.21,42.8,81.4,0.78,24.1,179.4,337.3,1874.0,10839,54,76,None,None,0,Medium
HEMM-L002,Wheel Loader,2021-07-23,Afternoon,16,Good,86.0,4.96,1.77,28.6,79.6,0.93,24.8,186.0,330.6,1840.0,9982,73,53,None,None,0,Medium
HEMM-L002,Wheel Loader,2023-07-27,Night,1,Poor,107.6,4.36,1.76,39.6,79.7,0.77,24.7,179.1,306.2,1794.0,851,36,60,None,None,0,High
HEMM-L001,Wheel Loader,2023-03-17,Night,6,Poor,74.1,4.13,2.12,47.0,85.5,0.86,24.6,185.2,317.8,1648.0,501,49,76,None,None,0,Low
HEMM-B002,Dozer,2022-04-29,Night,9,Fair,69.5,4.28,2.53,37.4,76.6,0.84,24.3,170.0,309.7,1748.0,1215,85,102,None,None,0,Low
HEMM-D001,Dumper,2022-07-28,Morning,5,Fair,104.2,4.43,2.23,41.9,88.4,0.87,24.5,176.5,349.5,1596.0,5799,119,50,None,None,0,High
HEMM-D003,Dumper,2023-02-22,Night,20,Good,85.7,4.67,1.93,38.2,84.4,0.8,23.7,180.4,284.7,1807.0,10448,92,55,None,None,0,Medium
HEMM-D005,Dumper,2023-05-24,Afternoon,20,Poor,87.3,4.8,3.88,40.6,75.0,0.77,24.7,165.2,332.2,2186.0,5595,62,2,Brakes,Brake Failure,1,Critical
HEMM-D005,Dumper,2022-09-25,Night,17,Good,92.3,4.46,2.28,25.5,71.2,0.94,23.9,160.3,325.8,1656.0,2415,60,170,None,None,0,Low
HEMM-E001,Excavator,2022-10-13,Morning,18,Good,88.6,4.7,1.86,40.2,83.1,0.95,24.4,173.6,321.4,1691.0,8932,97,56,None,None,0,Medium
HEMM-D005,Dumper,2021-03-02,Afternoon,14,Fair,72.4,4.7,2.52,33.5,80.2,0.75,25.2,173.9,323.3,1830.0,6937,43,68,None,None,0,Low
HEMM-B001,Dozer,2021-11-08,Morning,4,Good,78.8,4.34,1.57,39.5,83.2,0.85,25.3,186.4,306.9,1749.0,2355,28,145,None,None,0,Low
HEMM-B001,Dozer,2022-04-18,Night,8,Good,82.9,5.49,1.46,35.9,73.5,0.89,24.4,191.0,348.8,2035.0,3983,92,116,None,None,0,Low
HEMM-L001,Wheel Loader,2021-10-02,Night,20,Poor,72.4,4.53,1.9,42.0,77.3,0.94,25.0,193.8,324.0,1779.0,7880,96,85,None,None,0,Low
HEMM-G002,Grader,2023-10-04,Afternoon,5,Good,98.1,4.86,1.72,49.0,83.3,0.89,19.2,175.2,321.1,1880.0,2883,29,0,Electrical,Electrical Fault,1,Critical
HEMM-DR01,Drill Rig,2022-04-01,Night,7,Good,84.5,4.77,2.27,43.8,82.2,0.85,24.4,184.3,317.7,1794.0,3551,13,101,None,None,0,Low
HEMM-DR02,Drill Rig,2023-10-01,Night,11,Good,71.7,4.61,1.61,28.1,81.5,0.95,24.0,176.8,344.0,1748.0,7696,118,81,None,None,0,Low
HEMM-D002,Dumper,2023-02-19,Night,11,Poor,85.2,4.01,1.15,37.5,86.3,0.76,24.4,164.5,341.7,1777.0,6657,83,44,None,None,0,Low
HEMM-SC01,Scraper,2023-12-12,Night,2,Fair,81.7,5.1,2.56,41.9,80.7,0.85,25.5,194.8,293.7,1920.0,8730,18,65,None,None,0,Medium
HEMM-D002,Dumper,2022-05-19,Night,18,Good,84.9,4.48,1.9,48.0,82.9,0.77,25.3,177.3,336.4,1703.0,6681,99,72,None,None,0,Low
HEMM-L002,Wheel Loader,2021-04-11,Morning,10,Fair,80.7,4.14,1.64,35.6,84.5,0.79,24.2,180.8,314.2,1818.0,7401,55,106,None,None,0,Low
HEMM-B002,Dozer,2023-08-03,Morning,14,Good,77.1,3.99,2.0,32.8,86.1,0.82,24.7,176.6,326.7,1894.0,5023,83,31,None,None,0,Low
HEMM-D005,Dumper,2023-08-08,Night,15,Poor,92.6,3.96,5.59,34.0,73.7,0.97,24.6,194.2,317.5,1634.0,1681,97,2,Transmission,Transmission Failure,1,Critical
HEMM-DR01,Drill Rig,2022-10-25,Afternoon,1,Poor,88.4,4.52,1.29,44.2,78.4,0.88,24.7,174.4,316.0,1849.0,3130,63,53,None,None,0,Low
HEMM-E002,Excavator,2023-07-21,Morning,9,Poor,84.2,4.3,2.02,51.2,86.6,0.92,25.1,179.6,308.3,1638.0,5509,93,123,None,None,0,Low
HEMM-E001,Excavator,2021-09-11,Morning,4,Poor,78.1,4.04,1.21,37.8,85.3,0.91,24.3,190.6,281.5,1652.0,11770,62,108,None,None,0,Medium
HEMM-L002,Wheel Loader,2023-02-26,Night,17,Fair,98.0,4.38,1.68,40.6,82.5,0.76,24.7,188.0,326.6,1614.0,10228,25,82,None,None,0,Medium
HEMM-D002,Dumper,2021-12-16,Afternoon,19,Good,92.9,2.35,1.95,37.0,82.7,1.0,24.9,118.2,316.4,1828.0,11005,115,2,Hydraulics,Hydraulic Failure,1,Critical
HEMM-D002,Dumper,2023-05-10,Afternoon,10,Poor,85.8,4.41,1.28,51.2,84.9,0.8,24.0,163.8,326.9,1737.0,7511,41,119,None,None,0,Low
HEMM-D005,Dumper,2022-02-20,Morning,20,Fair,79.1,4.26,2.37,29.1,83.7,0.9,23.8,168.1,305.7,1894.0,4346,6,59,None,None,0,Low
HEMM-L001,Wheel Loader,2021-01-12,Night,16,Poor,86.5,4.09,2.17,34.2,81.4,0.87,24.9,180.4,335.8,2068.0,4097,32,84,None,None,0,Low
HEMM-DR02,Drill Rig,2023-04-20,Afternoon,3,Good,81.6,4.88,1.69,28.2,80.7,0.91,25.1,186.8,329.6,1732.0,10050,81,149,None,None,0,Medium
HEMM-SC01,Scraper,2022-07-24,Night,18,Good,109.9,4.07,1.2,45.3,86.3,0.55,24.2,180.5,404.9,1775.0,3601,11,5,Engine,Engine Overheat,1,Critical
HEMM-D005,Dumper,2021-03-08,Night,19,Fair,83.3,4.77,2.26,32.9,85.4,0.97,24.5,180.9,322.2,1900.0,10084,43,175,None,None,0,Medium
HEMM-D002,Dumper,2021-08-12,Afternoon,6,Fair,90.2,4.48,1.82,42.6,76.3,0.91,23.6,165.0,352.4,1681.0,2843,91,52,None,None,0,Low
HEMM-SC01,Scraper,2021-12-30,Afternoon,19,Good,98.2,4.28,2.03,39.2,81.2,0.89,24.0,173.9,277.7,1897.0,6101,9,52,None,None,0,Low
HEMM-B003,Dozer,2023-01-25,Afternoon,3,Poor,96.9,2.21,1.91,31.3,75.4,0.95,25.0,109.6,338.3,1774.0,7201,112,7,Hydraulics,Hydraulic Failure,1,Critical
HEMM-D004,Dumper,2022-07-17,Afternoon,17,Good,87.0,4.4,2.29,38.0,74.6,0.86,25.2,169.5,331.7,1843.0,6979,72,127,None,None,0,Low
HEMM-D002,Dumper,2021-08-12,Night,17,Poor,81.2,4.22,2.26,30.9,84.5,0.83,24.3,169.9,301.5,1825.0,1636,66,166,None,None,0,Low
HEMM-B002,Dozer,2023-05-25,Night,11,Poor,76.2,4.01,1.05,47.6,82.8,0.99,24.5,173.7,341.4,1839.0,4454,72,112,None,None,0,Low
HEMM-G001,Grader,2021-09-23,Night,19,Poor,83.5,3.92,1.89,41.1,84.4,0.93,24.5,171.6,336.9,1722.0,8332,71,142,None,None,0,Medium
HEMM-L001,Wheel Loader,2022-01-04,Night,8,Good,115.5,4.57,2.23,32.3,78.8,0.39,24.2,176.1,297.5,1838.0,11809,42,0,Cooling System,Cooling System Failure,1,Critical
HEMM-D004,Dumper,2022-03-01,Night,14,Fair,93.2,4.25,1.39,27.0,89.4,0.82,24.6,181.5,299.5,1737.0,6983,10,94,None,None,0,Low
HEMM-E002,Excavator,2021-01-24,Night,7,Fair,69.8,4.75,1.25,36.1,84.0,0.99,24.6,181.9,355.0,1755.0,11505,41,59,None,None,0,Medium
HEMM-B002,Dozer,2022-09-07,Night,18,Good,105.9,4.26,1.26,47.3,82.5,0.87,24.1,182.4,303.0,1886.0,5507,103,5,Fuel System,Fuel System Failure,1,Critical
HEMM-G002,Grader,2021-03-01,Morning,7,Fair,91.2,4.46,2.95,35.4,76.9,0.89,24.0,179.1,308.1,1821.0,5615,111,56,None,None,0,Low
HEMM-L001,Wheel Loader,2023-08-30,Morning,5,Poor,70.1,4.82,2.01,41.5,82.0,0.89,24.6,164.2,302.0,1722.0,8088,24,67,None,None,0,Medium
HEMM-SC01,Scraper,2022-11-18,Afternoon,14,Poor,75.1,4.27,1.74,36.1,75.2,0.91,24.3,187.4,311.1,1683.0,1117,111,37,None,None,0,Low
HEMM-B003,Dozer,2021-02-08,Morning,19,Fair,105.7,3.97,1.2,39.7,80.5,0.94,19.8,167.3,355.1,1861.0,11431,47,2,Electrical,Electrical Fault,1,Critical
HEMM-D001,Dumper,2022-11-26,Afternoon,18,Poor,81.7,4.48,1.64,35.2,79.6,0.92,24.4,188.0,331.8,1684.0,2919,78,107,None,None,0,Low
HEMM-D004,Dumper,2022-09-24,Night,11,Fair,90.9,4.63,2.07,37.5,87.2,0.85,24.7,180.0,335.2,1762.0,11830,9,36,None,None,0,Medium
HEMM-L001,Wheel Loader,2022-05-02,Afternoon,15,Poor,85.5,4.9,2.18,30.7,82.5,0.88,25.3,183.7,308.2,1675.0,5158,32,157,None,None,0,Low
HEMM-D004,Dumper,2023-02-06,Morning,7,Poor,88.7,2.99,2.07,39.6,79.5,0.85,24.8,87.4,317.9,1616.0,1717,61,7,Hydraulics,Hydraulic Failure,1,Critical
HEMM-E002,Excavator,2022-11-28,Afternoon,17,Fair,87.0,3.08,2.47,41.1,81.3,0.86,23.3,127.4,296.9,2054.0,5284,104,1,Hydraulics,Hydraulic Failure,1,Critical
HEMM-E002,Excavator,2021-03-16,Afternoon,13,Poor,119.3,5.17,1.49,47.1,81.4,0.48,24.1,188.7,381.3,1760.0,11892,115,4,Engine,Engine Overheat,1,Critical
HEMM-D003,Dumper,2022-11-14,Afternoon,2,Poor,97.7,4.12,1.84,31.3,79.8,0.96,24.8,174.3,316.5,1790.0,1889,71,91,None,None,0,Low
HEMM-D001,Dumper,2022-10-02,Night,7,Good,99.2,5.0,2.82,40.4,82.6,0.82,24.0,171.1,307.5,1690.0,5457,30,49,None,None,0,Low
HEMM-SC01,Scraper,2022-10-16,Afternoon,4,Good,90.9,4.64,2.27,29.9,76.6,0.86,24.7,169.0,339.8,1762.0,4667,24,153,None,None,0,Low
HEMM-D001,Dumper,2023-11-19,Morning,7,Poor,87.8,4.33,1.98,43.8,80.1,0.87,24.7,195.7,290.0,1823.0,9088,49,73,None,None,0,Medium
HEMM-D005,Dumper,2022-08-04,Night,8,Fair,80.1,4.35,2.15,29.4,82.4,0.93,25.1,170.7,339.5,1717.0,3006,14,55,None,None,0,Low
HEMM-B003,Dozer,2023-06-28,Morning,5,Poor,138.3,4.21,2.51,41.6,81.5,0.68,24.2,186.8,407.3,1920.0,675,65,6,Engine,Engine Overheat,1,Critical
HEMM-D003,Dumper,2023-05-24,Afternoon,6,Poor,99.3,4.37,2.22,43.3,84.3,0.79,24.3,150.8,316.2,1604.0,11745,81,38,None,None,0,Medium
HEMM-DR02,Drill Rig,2022-12-30,Afternoon,11,Poor,93.3,4.88,2.46,34.9,86.1,0.78,24.2,175.1,299.7,1626.0,3446,96,75,None,None,0,Low
HEMM-D003,Dumper,2023-08-12,Night,5,Poor,76.6,4.9,2.54,41.6,72.0,0.99,25.4,190.3,327.4,1614.0,1722,109,81,None,None,0,Low
HEMM-DR02,Drill Rig,2022-09-28,Night,15,Good,110.3,4.78,2.26,61.6,83.3,0.8,24.8,177.6,264.2,1839.0,7909,34,4,Fuel System,Fuel System Failure,1,Critical
HEMM-G002,Grader,2022-01-11,Night,11,Fair,79.1,5.06,7.12,38.4,57.1,0.85,25.1,175.8,374.1,1923.0,5520,63,7,Tyres,Tyre Burst,1,Critical
HEMM-G001,Grader,2023-09-08,Afternoon,6,Fair,84.5,5.24,1.29,35.9,83.0,0.88,24.3,159.0,346.9,1699.0,4824,103,46,None,None,0,Low
HEMM-D005,Dumper,2023-11-07,Morning,13,Good,84.2,5.02,1.89,35.2,79.7,0.91,24.5,192.0,302.5,1883.0,11902,106,138,None,None,0,Medium
HEMM-D003,Dumper,2022-09-11,Night,15,Fair,77.6,4.54,1.93,41.1,81.2,0.9,24.1,199.4,322.7,1790.0,6766,80,95,None,None,0,Low
HEMM-E003,Excavator,2021-11-22,Afternoon,13,Good,83.4,4.13,2.35,40.7,78.3,0.96,25.9,163.6,318.9,1607.0,1282,48,111,None,None,0,Low
HEMM-DR01,Drill Rig,2023-06-11,Night,11,Good,105.5,4.2,3.03,40.1,84.5,0.52,25.1,172.6,270.1,1915.0,9121,93,1,Cooling System,Cooling System Failure,1,Critical
HEMM-D004,Dumper,2023-08-07,Afternoon,18,Fair,82.7,4.25,7.87,41.4,52.1,0.88,24.2,201.5,319.8,1772.0,1799,110,6,Tyres,Tyre Burst,1,Critical
HEMM-D004,Dumper,2023-02-16,Afternoon,16,Good,140.7,3.79,1.51,41.8,80.6,0.59,25.2,195.2,439.4,1689.0,10767,89,2,Engine,Engine Overheat,1,Critical
HEMM-D005,Dumper,2021-11-02,Afternoon,18,Poor,75.7,4.21,2.28,36.6,86.2,0.93,25.1,181.8,325.0,1603.0,4975,54,49,None,None,0,Low
HEMM-E002,Excavator,2022-02-26,Night,11,Poor,76.0,4.33,1.72,40.2,76.4,0.79,23.6,191.5,299.3,1884.0,5110,77,50,None,None,0,Low
HEMM-DR01,Drill Rig,2022-12-07,Morning,19,Poor,78.6,4.37,2.34,33.1,79.3,0.76,25.1,192.7,341.1,1835.0,333,83,134,None,None,0,Low
HEMM-D005,Dumper,2022-08-26,Morning,12,Good,89.0,4.76,2.05,46.2,82.8,0.98,25.0,183.9,381.0,1824.0,9192,11,39,None,None,0,Medium
HEMM-G001,Grader,2021-08-13,Afternoon,1,Poor,73.0,4.85,2.13,32.4,87.5,0.88,24.6,180.9,331.0,1764.0,4054,60,58,None,None,0,Low
HEMM-B003,Dozer,2023-02-23,Afternoon,13,Good,83.7,4.77,2.03,38.8,70.3,0.89,23.9,179.0,296.4,1959.0,7330,74,179,None,None,0,Low
HEMM-L001,Wheel Loader,2021-10-12,Morning,18,Fair,80.3,4.4,1.82,40.6,91.0,0.77,24.2,176.4,318.8,1869.0,6501,112,150,None,None,0,Low
HEMM-D005,Dumper,2022-08-14,Night,5,Good,84.1,4.32,1.53,36.4,86.4,1.0,24.8,190.9,286.3,1896.0,2400,6,121,None,None,0,Low
HEMM-D005,Dumper,2023-09-24,Night,14,Good,91.6,4.61,2.13,37.3,80.5,0.88,23.6,182.4,315.3,1873.0,2424,15,43,None,None,0,Low
HEMM-DR01,Drill Rig,2023-07-23,Night,20,Good,98.1,4.63,1.92,32.1,72.4,0.86,24.6,195.6,316.6,1824.0,7174,84,164,None,None,0,Low
HEMM-DR01,Drill Rig,2023-07-11,Afternoon,12,Fair,82.2,4.36,1.18,43.7,77.8,0.96,24.8,176.2,306.9,1927.0,3898,28,35,None,None,0,Low
HEMM-L001,Wheel Loader,2022-04-30,Night,17,Poor,78.2,3.82,1.92,38.3,82.2,0.87,25.0,167.7,314.3,1762.0,4611,57,173,None,None,0,Low
HEMM-D002,Dumper,2021-03-19,Night,16,Good,94.9,4.35,2.63,34.1,84.6,0.84,24.9,185.1,297.7,1584.0,11748,52,163,None,None,0,Medium
HEMM-D003,Dumper,2021-10-18,Night,17,Poor,93.3,4.4,4.63,40.9,75.5,0.92,24.3,192.2,308.4,1970.0,4778,64,1,Brakes,Brake Failure,1,Critical
HEMM-L001,Wheel Loader,2021-06-09,Night,18,Poor,125.3,3.86,2.53,50.5,80.8,0.56,25.1,191.9,382.7,1685.0,9696,44,5,Engine,Engine Overheat,1,Critical
HEMM-L001,Wheel Loader,2023-07-19,Night,16,Fair,86.4,4.26,2.73,31.8,79.5,0.89,23.9,162.7,345.3,1703.0,9603,98,107,None,None,0,Medium
HEMM-B002,Dozer,2022-08-16,Morning,2,Poor,77.4,4.69,2.11,39.9,87.4,0.92,23.9,189.5,344.9,1962.0,11587,81,137,None,None,0,Medium
HEMM-B001,Dozer,2021-05-06,Night,16,Poor,124.6,4.43,1.53,50.8,88.4,0.57,24.7,181.2,377.4,1915.0,9672,26,4,Engine,Engine Overheat,1,Critical
HEMM-B002,Dozer,2023-09-20,Morning,5,Fair,88.5,4.1,1.87,42.8,87.1,0.76,24.3,186.7,357.4,1725.0,8483,14,155,None,None,0,Medium
HEMM-B001,Dozer,2022-07-18,Afternoon,1,Good,79.2,4.46,2.57,35.4,81.3,0.86,24.9,183.0,322.7,1757.0,2027,82,39,None,None,0,Low
HEMM-D005,Dumper,2023-07-04,Afternoon,6,Poor,71.7,4.9,1.48,39.1,86.9,0.76,23.5,158.5,359.5,1851.0,4480,105,35,None,None,0,Low
HEMM-E001,Excavator,2023-12-17,Morning,11,Poor,88.7,4.37,1.89,31.9,84.3,0.87,24.2,167.1,292.3,1818.0,1582,23,68,None,None,0,Low
HEMM-D005,Dumper,2023-10-13,Afternoon,13,Fair,94.2,4.64,1.95,37.7,80.9,0.97,24.0,170.6,337.6,1646.0,4098,89,108,None,None,0,Low
HEMM-E001,Excavator,2022-03-08,Night,12,Fair,74.3,4.67,2.44,30.9,82.4,0.94,25.0,187.3,343.4,1855.0,1090,87,148,None,None,0,Low
HEMM-D004,Dumper,2021-04-18,Morning,15,Fair,81.9,4.68,1.67,39.4,85.3,0.81,24.6,174.5,322.5,1749.0,6733,65,144,None,None,0,Low
HEMM-SC01,Scraper,2022-04-24,Afternoon,13,Good,71.3,4.83,2.67,40.0,77.6,0.92,24.4,176.7,291.6,1822.0,7975,38,171,None,None,0,Low
HEMM-DR01,Drill Rig,2021-01-25,Afternoon,15,Fair,73.9,4.67,1.7,22.3,85.2,0.99,24.0,202.4,329.5,1785.0,6458,91,95,None,None,0,Low
HEMM-D002,Dumper,2021-07-19,Night,12,Poor,92.4,5.06,2.17,35.2,85.5,0.98,23.9,180.4,277.3,1679.0,7274,83,47,None,None,0,Low
HEMM-B003,Dozer,2022-07-08,Afternoon,4,Poor,84.0,4.39,2.42,32.2,80.6,0.85,24.3,189.1,314.5,1770.0,4383,88,83,None,None,0,Low
HEMM-E003,Excavator,2022-02-04,Night,11,Good,78.4,4.74,1.96,40.3,83.3,0.99,24.3,178.5,318.8,1861.0,11303,93,128,None,None,0,Medium
HEMM-D001,Dumper,2021-01-18,Morning,1,Poor,94.8,4.27,2.64,60.4,79.5,0.86,24.5,188.3,315.5,1967.0,6937,17,7,Fuel System,Fuel System Failure,1,Critical
HEMM-E003,Excavator,2022-08-04,Afternoon,7,Poor,77.2,3.89,5.27,32.6,42.1,1.0,25.5,192.4,288.6,2006.0,757,8,3,Tyres,Tyre Burst,1,Critical
HEMM-D004,Dumper,2021-06-26,Night,5,Poor,78.3,4.9,1.95,37.7,83.7,0.96,24.4,203.1,339.2,1733.0,6359,89,53,None,None,0,Low
HEMM-E001,Excavator,2021-08-16,Night,6,Fair,89.2,4.89,2.1,35.1,89.2,0.82,25.3,188.9,304.2,1764.0,4350,42,35,None,None,0,Low
HEMM-D003,Dumper,2023-07-18,Afternoon,14,Poor,72.0,4.33,2.43,39.5,79.3,0.75,23.8,178.9,323.4,1805.0,11541,120,142,None,None,0,Medium
HEMM-B003,Dozer,2022-06-12,Morning,3,Good,85.3,5.04,2.31,38.0,82.9,0.82,24.6,165.0,324.9,1721.0,4743,104,160,None,None,0,Low
HEMM-B003,Dozer,2021-05-04,Afternoon,9,Good,62.4,4.42,2.36,40.1,77.5,0.76,24.6,179.6,316.6,1711.0,3115,61,43,None,None,0,Low
HEMM-E002,Excavator,2023-03-16,Morning,16,Poor,105.2,4.0,2.07,32.4,78.2,0.82,23.7,182.0,329.4,1880.0,1976,23,163,None,None,0,High
HEMM-E002,Excavator,2021-08-06,Afternoon,9,Good,106.1,5.2,1.77,40.1,77.2,0.6,25.0,174.8,288.0,1949.0,1892,9,4,Cooling System,Cooling System Failure,1,Critical
HEMM-D001,Dumper,2023-10-17,Morning,1,Fair,71.4,4.08,2.57,35.3,84.8,0.82,24.5,193.8,311.9,2004.0,819,90,154,None,None,0,Low
HEMM-B003,Dozer,2023-03-13,Night,1,Fair,100.9,4.1,1.99,47.3,80.4,1.0,24.6,159.7,313.5,1885.0,8644,95,83,None,None,0,High
HEMM-G002,Grader,2021-05-24,Night,8,Poor,81.3,4.11,1.88,37.4,86.3,0.85,24.6,187.3,347.6,1701.0,254,54,148,None,None,0,Low
HEMM-L001,Wheel Loader,2021-09-06,Night,18,Poor,82.3,4.44,2.26,38.3,89.5,0.95,24.1,194.1,295.9,1720.0,6080,47,44,None,None,0,Low
HEMM-D002,Dumper,2021-07-05,Afternoon,18,Fair,80.0,4.97,1.74,32.0,84.7,0.94,25.5,174.0,280.0,1613.0,5771,15,162,None,None,0,Low
HEMM-B002,Dozer,2022-02-20,Morning,18,Poor,82.2,4.53,2.26,42.2,84.4,0.92,25.1,200.1,324.9,1827.0,844,54,101,None,None,0,Low
